uuid,source,vertex_count,face_count,joint_count,bone_count,category_label,fileType,fileIdentifier
3bbdefd2-7c77-5dce-b6bb-eef11802789e,github,10433,18407,52,51,"character, anthropomorphic",fbx,https://github.com/TheMorphy/PlaneMaster3D/blob/8557a9ce9f9b2cf523bb9d1b4b86b2fe5dfd09ab/Plane Master 3D/Assets/Animations/PilotMovement/Entering Car (1).fbx
020e2015-be79-5ece-ad38-32b4df508733,github,2636,1214,40,39,character,fbx,https://github.com/Jamman65/Game-Dev-Portfolio/blob/5413fee97717321536c298bcc4a471eb7ca2dcfd/Personal project 2/Assets/Player models/Warrior Idle.fbx
2dae33da-877b-56ce-a708-d80d199bcd61,github,9151,15221,58,57,character,glb,https://github.com/yuran1811/portfolio/blob/f682a98da96bf2b256f36011660696d4eb2fe2fe/public/glb/model-dancing.glb
8722190c-1ef5-5035-b188-1254a7457599,github,3244,3046,49,48,character,fbx,https://github.com/Zain-IIU/Chase-Runner/blob/f70c7f4aa7f4657ddeca0a3c6eeeb75f0da640c3/Chase_Runner_3D/Assets/Animations/AnimationsClips/BanditAnimations/Athlete man(bandit)@Pushing.fbx
3166587f-86e3-5b43-9303-8e96045dace8,github,80309,146432,28,27,mythical creature,fbx,https://github.com/Serron5628/ClusterCreator/blob/729403d4c0ebef0268d65deb40baa3a8fc7869d7/Assets/Booth_ver1/Coffee/Models/Coffee_Clustor.fbx
5b6d404c-eb30-5834-95ac-cf59a53142f4,github,15065,24936,52,51,"character, anatomy, anthropomorphic",fbx,https://github.com/PolarsVisuals/Overworld/blob/f386fbe2cfb8f24fe23a338d3c67789d732e8ec8/Overworld/Assets/FBXs/Skelly Blend File Upload 01.fbx
4bc62482-75f2-551c-87f9-6c5ce65f2bd2,github,1015,1254,18,17,"character, anthropomorphic",dae,https://github.com/ZeetLab/PokemonToolKit/blob/cd75341edbeb47f43baeb51c6fbcb55d32da954c/Assets/Resources/Characters/Files/oras-154/rstr0154_00_fi.dae
47e9759d-17c3-54d5-a589-78ae575260cd,github,7522,13378,52,51,character,fbx,https://github.com/XYFrenzies/Major_Project_4th_Dimension/blob/ffdc4804b3f62ae853c43efaf41d5c5392fdf526/Major_Project_4th_Dimension/Assets/Character/Models/AN_AimRight.fbx
e3e3d0e6-1250-536e-9ee5-3f84249c372f,github,7241,10490,40,39,"anthropomorphic, toy",fbx,https://github.com/10hnamod/MergeToy_PlayableADS/blob/d3b2b99c3df079488dc6233b86d9ac117efcdb01/MergeToyFix/Assets/!!Characters/!Anim/Anim Freddy/Freddy_N@Slow Run.fbx
161dc4f8-c099-510a-8234-53a2f12c0c0e,github,2430,3005,30,29,"anthropomorphic, toy",fbx,https://github.com/Sudo0928/FinalAbraxas/blob/95ee09148eae2f8034911597685b74d213123778/Assets/Asset Store/Nurse/NurseModel/ner_stop.FBX
d9005168-4550-5050-b4fe-36d3c2efc706,github,9626,14646,52,51,"character, weapon",fbx,https://github.com/xFIREx2005/ProjetoTCC-1-main/blob/b37d20d63e3cb9f8622ba2d5b84e39f74ab87b8e/Assets/Project/Modelos/Personagens/Inimigos/Enemy1/Animation 1/Great Sword Proc.fbx
7e00113b-0a31-50d6-b4b1-d8ae25f74392,github,25555,29424,51,50,character,fbx,https://github.com/M-d-Wilson/Festival-of-Dionysus/blob/8e411f42fd6d89de7d5f4205a2bdd97b22641ad4/Festival-of-Dionysus/Assets/3DAssets/FestivelOfDionysusPlayerFinal@Walking.fbx
b9327794-5080-555b-b86b-e08420185f0e,github,12811,19813,52,51,character,fbx,https://github.com/JermovGroos/Y2P4-FPS/blob/c6682d530612e9af518575a63bf9953b269542a9/Blender/Animations/Old animations/Shooter Pack/Rifle Idle.fbx
7aa57b26-7278-501f-b085-fbed4ffddcb2,github,5200,2797,28,27,character,fbx,https://github.com/Alig98/Pandemic-Educational-Game/blob/0397756cf4956d0ec86884cd926c862cc7152a1d/Pandemic Educational Game/Assets/Level 3/Characters/Animations/character2@Walking.fbx
f71d1f01-36ca-5586-96d6-0a850bc2cfe5,github,17153,28994,52,51,character,fbx,https://github.com/saahilsabnis/Virtual-Reality-Haunted-House/blob/a77f4ad69b5cba0e14dc628bd6546172868c6b1f/Assets/Humans/Rishab.fbx
8a697eae-3de7-52ea-aa6d-58f37b40201d,github,911,996,19,18,"character, weapon",fbx,https://github.com/Bakiet/KillHammer/blob/74c2c893d9d249a0f18d9204ba5b490a0bb25527/Assets/Project Assets/Resources/3D/Enemies/EnemyArmored/EnemyArmored@EnemyArmoredWalkRight.FBX
41cbdacb-db7e-5048-bd26-a4f83c6615e1,github,8669,13164,58,57,"character, scanned data",fbx,https://github.com/prabhpreet-code/QuantlabsMetaverse/blob/ed0af4bdea86cdef2654196835a163a2da941aba/Assets/FBX Files/Characters/Player Three/Player Three@Breathing Idle.fbx
e047f537-e2ea-552f-868a-2879a55fbee8,github,1994,768,24,23,character,fbx,https://github.com/d4s9/You-re-not-Alone/blob/e91ba627b6183861cf7d54b13743c711ce261baf/Assets/Imported Assets/Animations/EnnemyAnimTest/Freud4 1@Walking (1).fbx
fb81ac36-cb13-554f-b7a5-02d4b463d3b0,github,4584,2480,52,51,character,fbx,https://github.com/Nenrei/ovejas-km0/blob/2afe12f354198abd2c32bfd8e41d532e18b080fd/Assets/Models/Warrior_Idle.fbx
1cfe31ca-7fb9-5393-b1f5-5de1de97c919,github,33097,50266,52,51,character,fbx,https://github.com/E4syPeasy/Multi-User-VR/blob/1ff71486905611a64b8ff17693dcf704997364e9/XR_Interactions_MultiUserVR/Assets/personalAssets/Mixamo/Ch31_nonPBR.fbx
0f951099-8ebd-5a70-af36-11d414e8ea07,github,11327,19020,40,39,character,fbx,https://github.com/Tecaa/Configurerer/blob/0b109db8cff7b62770e41a14347c18cf12a7936d/Assets/Animations/Ejercicios/033_D.fbx
60188759-1c19-56df-8016-302873e9b2cb,github,10080,17280,23,22,"character, anthropomorphic",fbx,https://github.com/jrcabansag/DarkMagic/blob/c5efd08084a8aec266bce2df82e4b2fee018dfd4/Content/Models/Humanoid.fbx
27ec37ce-f21a-57f2-99fd-a5b1fb92118b,github,41709,81851,46,45,character,fbx,https://github.com/Esgaritus/BlenderAnim/blob/d121c8c9b6984cdcd23433dd4f9c889d33bf2f46/Animations/Mixamo/Male Pack/Adam/Standard Run.fbx
078b50e7-1da0-5bda-9727-c3f9cfad55bf,github,5828,10220,55,54,character,fbx,https://github.com/SCIT-Dev-Team/AR-Sample/blob/1e23259026d5d1b52cdec0358fb119d37d2d8bca/ar_asset.fbx
8b561ba7-907b-57d1-9766-8b68172e99b0,github,26174,24492,67,66,"character, anthropomorphic, toy",fbx,https://github.com/Bexter17/DreamsofTheLittleOnes/blob/d56482b4d84c6dcb18f1d62c2d66b5cbe340b561/Assets/DTLO Assets/Bjorn Assets/Model and Animations/Abilities/BearHammerChargeRev.fbx
30b89a22-e026-518c-9e87-d61c6f7f4df9,github,12944,20874,52,51,"character, weapon",fbx,https://github.com/scortez85/Stealth_Game/blob/a17d9dda2ca7d3fd941a688401faff4acf32a67a/Assets/Shao_Jun/Animations/sneak_walk (1).fbx
a2d6bd49-aa76-5a5c-bb10-6b8903ecf9e1,github,9412,12778,8,7,mythical creature,dae,https://github.com/Acgmart/Sekia_TechDemo/blob/4eb081eaa37760ea44be96027f299bc8322357d1/Unity_ET/Assets/Bundles/Scenes/testCharacterCustomization/Resources/DAE_model/Hair/back/hair_b_31.dae
b5cfcac9-aba3-5dbd-8235-d329768e5168,github,21419,35912,52,51,"character, scanned data",fbx,https://github.com/Rutgers-CG/ARESTY/blob/a0f6acdac8d54ecaebf8d4a433f533002837398d/Assets/Models/Contemporary/New Avatars/slime_female.fbx
0c582096-f9ae-55b9-9ca5-e9267839057b,github,9993,16088,41,40,"character, anthropomorphic",fbx,https://github.com/morganmark/ASIA_AR_Midterm_106021013/blob/7f4fd12fc72d48cb775a43b8043bb490aad56ef7/AR_Midterm_106021013/Assets/Animation/Robot/Dying Backwards.fbx
ea219455-99aa-5e08-a02c-ad4ed902c712,github,34044,41969,56,55,"character, weapon",fbx,https://github.com/Mati-C/WarForged_v4/blob/8069b74b13a53fc62e16b569bb0419959c2e4082/Assets/_PLAYER/P_Warrior/Animaciones ya separadas/newTrot.FBX
5cfc7206-cd73-5594-b156-f21b9c30f332,github,2137,2892,34,33,animal,dae,https://github.com/dsriaditya999/robotics_final_v2/blob/9ab177c96d184cd34b8b685d2a5aba5a2b4401a9/meshes/spider.dae
c9514635-4d34-5ad6-941d-f963dd2b70b1,github,9558,16224,52,51,"character, anthropomorphic",fbx,https://github.com/Jakky27/Dazzle/blob/8d6f5516b7aa28a6adab44ae8931f5fe3c84e085/Dazzle/Assets/Animations/Mixamo/mixamo-judge/newtest3@Banging Fist@Banging Fist.fbx
02a776b6-58c7-5d8d-a8d9-bbbbd603c5e4,github,31170,52838,52,51,character,fbx,https://github.com/Incadi1/FVGit/blob/be89c7c1546651b80bca8a8136eb79988a54b2ae/FeriaVirtual/Assets/Start/Assets/Player/Avatar_Women_1/Ch07_nonPBR@Walking.fbx
253dff3e-db7f-5277-906c-f3cf379edcd5,github,2081,3368,20,19,tool,fbx,https://github.com/patriciamc7/TFG/blob/93d1f2cf9cdf38b3842961cdcec9d1a5bd3af4d1/Assets/External/3Dmodels/Rabbit/RabbitAnimation_Log.fbx
00b9a2e6-ea0d-5efe-bcc5-968175d628cb,github,8466,14409,58,57,character,fbx,https://github.com/JVNightRider/UPB_VR/blob/c13396b04a5fc1d08a422d23852b592692ea634f/Content/Art/3D/Models/Martha/ANIMACIONES/CLIP01_MAREOS_v003.fbx
66adf12d-2cd7-540a-a060-5129370253bb,github,9785,14631,23,22,character,fbx,https://github.com/eugencowie/Fourensics/blob/4c924bd55bc828d74262979c1700406e8a771cd0/Assets/Assets/Art/The Deal/Office/Boss/Boss - Posed.fbx
92fe952a-b3b3-5d62-ada9-c1de9946c44a,github,5736,8236,7,6,tool,fbx,https://github.com/kkienhhan23/ToyASMR/blob/546bb9906a96265c2b3a5afa5acd0225265ad5ca/Assets/Models/makinalaryeni/machine9_anim.fbx
d2cd1f54-58e4-5de1-a8b8-8d6f40b5a29d,github,2006,2900,16,15,"anthropomorphic, toy",fbx,https://github.com/JonasHalver/DominationGame/blob/ebef4eaa52d31bdeafd4ad7115d32b07a3748090/Assets/3D Models/C_Character/aturalis.fbx
37ce785a-bc30-5a1c-ab24-e4091ff253af,github,451,570,19,18,"animal, toy",glb,https://github.com/VaJau2/Phoenix2Mono/blob/4587aa7565f173898e129f733d581837f045153f/assets/models/characters/ponies/private/private.glb
abd49856-2745-53bb-9c67-d040cebb0757,github,168353,117188,18,17,character,fbx,https://github.com/Bennacy/Theogony/blob/345fa028a20830736a46e91946389003b6913c80/Assets/-Art/Models/Models/character models/animation_rigged/gorgon animation/ gorgon.fbx
2ab89ee8-f3bf-5b7f-9ab5-c31a81ad7449,github,64085,71471,22,21,character,fbx,https://github.com/WillH0ward-1/Ancestral-Memories/blob/86626b7ff69c35c87b423214992abd4ac452f086/Ancestral Memories Master/Assets/Player/Animations/Annoyed.fbx
58bb25d1-5a3b-5881-9a9a-5829c3caeedf,github,31696,19424,52,51,character,fbx,https://github.com/nathannieuwenhuizen/Whats-Missing/blob/af5190b46df0cd06d85064b22b6c94419b278946/Assets/Art/Models/Character/Easter Egg (Dancing).fbx
dcc08aa2-4dd8-54d5-bdf4-a44084474fdd,github,56133,24007,41,40,character,fbx,https://github.com/Gregamoo/PerspexCorp/blob/5876724f0c11af9072cacd550d6e7e55052a82b6/Assets/Animations/AllSuits@Texting (1).fbx
7a83fe60-0e91-57c6-b3f4-1fc1faff5298,github,27628,43189,54,53,character,fbx,https://github.com/GauchoGSDMS/DeadManSteps/blob/62b0f91c1159bff3cf2ff0223cbd07c50662788f/DeadManSteps/Assets/Animation/Left Walking.fbx
2e3eca1b-1afa-5a33-94c0-63cf5ff04f94,github,15562,27440,52,51,character,fbx,https://github.com/Promethaes/Alterscape/blob/df00bff6f06a863bf5f7a471916cba61c17d437c/Alterscape/Assets/Animations/A Pose Traditional/Jump.fbx
9fb96082-ab19-5db9-8bc4-1c448a73df69,github,19442,18879,30,29,character,fbx,https://github.com/naomixie/TC-2021/blob/8ac7f3a75c1a2998e36a7034b12dd21265b738d9/TC-2021/Assets/Toon Desert/Models/DS_Female_Character.fbx
51ea6b6a-4b16-57c7-b560-74b8c8011f08,github,15836,25152,52,51,character,fbx,https://github.com/IvanDoykin/FallingDown/blob/f9a93f42e7e2d76ea63e86804e9d74f4d6e6c690/Assets/Internal Assets/Animations/Girl/Jog Strafe Left (1).fbx
fad3f4dd-e80f-523a-868c-f157d8df3b8b,github,32809,52551,52,51,character,fbx,https://github.com/cfobrien/gp-cw2/blob/368b877e3c475d2d6d0c830744fe755dd5323630/Assets/Animations/Player/Ch23_nonPBR@Falling Forward Death.fbx
1aa6e3b6-e579-5fc3-8916-1d09e9e546dd,github,96593,60159,40,39,character,fbx,https://github.com/SonuBiswas/Stonk-Jump/blob/4e087eb35b8d628b24190524e1e1fe294ccfa05b/Stonk Jump/Assets/3dModels/Hanging Idle.fbx
e0691118-2251-5572-9d25-3c95c6fbdfde,github,6975,12164,50,49,mythical creature,fbx,https://github.com/benjmercier/2.5D-Mantis-Platformer/blob/c67e9829b1341ce9e76e4ca47bffa7ce4c31c744/Assets/Mantis/Animations/Idle.FBX
f93b0a2b-dcb2-5c2d-bc14-aaa76d1085c5,github,6774,10686,51,50,"character, weapon",fbx,https://github.com/eremsmsk/Bitirme-Projesi/blob/cab4c66847bff6a66f7d261fe2ebb64270ba7bbe/Assets/Knight/Animations/knight@Great Sword Idle.fbx
f9f7efbd-354b-598d-8478-fdb24e06b77d,github,480,588,3,2,plant,dae,https://github.com/jzyrobert/item-renderer/blob/4522f777c57022e8c2f6f4e435013f4b1fc7b777/public/FurnitureOutput/FtrPltFlwMumVase/FtrPltFlwMumVase.dae
0bd9553c-952d-51b9-b5d9-c8b533d0ba24,github,54576,28796,32,31,anatomy,blend,https://github.com/alex-carlson/PixelitisGGJ/blob/8378299435d2ce5abe118809231b3bc695fb67fd/Assets/Models/runningVirgin.blend
b320485b-5c72-5aa1-9431-ed2ff0933c2e,github,2507,3166,51,50,"mythical creature, anthropomorphic",fbx,https://github.com/dgk3593/dl-model/blob/f043bdd331957d138b024e7fed409baceab3ac97/public/fbx/d210015_01/d210015_01.fbx
58385188-3c3e-577e-8f29-f33a80e37e8c,github,3855,5192,34,33,"character, anthropomorphic",fbx,https://github.com/CylePaton/COMP3000_Project/blob/bd90cc4b4344a0535e37607e4f2bc7520c343f16/Assets/Models/Animations/Standard Run.fbx
4a4ef403-a755-5435-afc9-02627a071d7a,github,8466,14409,58,57,character,fbx,https://github.com/JVNightRider/UPB_VR/blob/c13396b04a5fc1d08a422d23852b592692ea634f/Content/Art/3D/Models/Martha/ANIMACIONES/CLIP12_CAMILLA_LEVANTABRAZO_v003.fbx
dddde250-e3a8-515c-b06e-7a0a92144e68,github,5852,9770,52,51,character,fbx,https://github.com/D-Hussein/Runner/blob/58144d0422dd4300d0529c349232ea962413adb6/Runner/Assets/Scanta/Dave The scared Scarecrow/Models/Hit.fbx
50115f8d-7aa2-59ea-8c61-9f2fe72d513e,github,25715,40000,52,51,character,fbx,https://github.com/thesecretlab/murdermysterygame/blob/caf24be878a7faf34d5edbade592a2e9586ad197/MurderMysteryBase/Assets/Characters/Models & Animations/Jacob/Jacob.fbx
aa260f3b-6505-51ee-9055-160eb48dd4df,github,14678,11974,52,51,character,fbx,https://github.com/BurakYavass/2048-Merge-Arcade/blob/fd21484f01652bed890fd86931bb4897d64f3ffc/Assets/2028/fbx/Character/NotUsed/armors@Walking.fbx
f276fced-e20d-569b-80d0-501e4fb97766,github,2665,2230,18,17,anthropomorphic,fbx,https://github.com/vinivss/Plug-N-Play/blob/9b8257af212dbe4b43de940dfe2815f8eefd2278/Plug N play/Assets/Player Assets/usbchan/Climber/Climber_USB_TPOSE (2).fbx
cd5afd29-4012-571c-8e1a-97ac32163962,github,11971,20526,54,53,character,fbx,https://github.com/Juaner-00/Teleport-CG/blob/656b09ef3c1cdb17d76c86c672b49e5d1ca2abc3/Assets/Effects/Rings/Models/Archer.fbx
278f01e0-08d1-5e8d-88de-c8e96b61ca08,github,24605,34990,52,51,"character, anthropomorphic",fbx,https://github.com/koegelma/TheArtOfPeace_Game/blob/ae44487a188fd23640888536cedd84792c501efe/Assets/Animations/StudentRigged@Mma Idle.fbx
14f5b141-62d6-5ed2-bfdd-1e6d14f93390,github,24672,39630,46,45,mythical creature,fbx,https://github.com/Magthylius/PseudoStudio/blob/0feba3c8e659f7db5467865f511eb6cb8ad7e3e4/ProjectHadal/Assets/_PROJECT/Scenes/Artist Folder/Assets/Creature Animation Test/Archive/Creature Swim Test.FBX
9c0737cf-dd0e-5d8a-acc7-1960cdd451ed,github,722,1042,3,2,accessory,dae,https://github.com/jzyrobert/item-renderer/blob/4522f777c57022e8c2f6f4e435013f4b1fc7b777/public/FurnitureOutput/FtrCuteClockW/Body0.dae
e3d54aa7-dde7-59f5-aaee-96d679d4de0c,github,4075,2058,29,28,character,fbx,https://github.com/BlazedGames/RPG-Game/blob/7688a0bc454a3d5d285b192483b4fe5cd8ac9d29/Character_Model.fbx
0be6c019-3d6d-5b6d-b719-a2221419afb4,github,10881,18354,66,65,character,fbx,https://github.com/mdoleh/FacePlus/blob/3a6e53d54bac8b71ec06341a09fc5b3c4f3746fc/Assets/Models/Male2/Male_Toon_Character_2.fbx
c3880754-2277-54d8-9511-71cdf04d6f27,github,4888,7970,52,51,character,fbx,https://github.com/Arenios-BJ/TheMissing/blob/23321fb8f6808e553927d01d727898103f13c8b7/Assets/Custom/Animation/Chapter_6/Animation6/Boss@Sitting.fbx
20dbc646-5267-5278-8e74-30983b0e848f,github,1741,2044,18,17,"mythical creature, weapon",fbx,https://github.com/Omadel/ASOIAF-TVG/blob/55e09305fd2dac9bfdae2e65f5ce1312baed1615/Assets/Toon_RTS/WesternKingdoms/models/WK_Characters_customizable.FBX
1aa83b78-125d-5b53-983d-86dcc41cc5e2,github,7134,12646,46,45,"anthropomorphic, character",fbx,https://github.com/SK0P3iN/Rapid-Prototyping-Unity-Game/blob/8d856e124ad00b87973176e5f866f4e9a491b8ed/Assets/Scanta/Ninja Kawakami/Models/Taunt Gesture.fbx
a777b7c3-1893-5f0d-8237-4a007c893ad4,github,1113,1926,28,27,character,fbx,https://github.com/canaaybarr/ClickerGames/blob/e5873db491e6fd6ef3284b3ac7e2f2d96ec71a4f/Assets/_Models/Items/Blendshaped_Chibi.fbx
66bd70b0-2bc8-56ed-8505-e130a5236dd6,github,2526,3632,54,53,character,fbx,https://github.com/srinivasjlkm/ORP_new/blob/52304538e96620cae24ed01c9740efe2da0cffab/Assets/Resources/Animation/FBX_Male_Animations/FBX_Male_Animation_DownStairs(WithFirstStep).fbx
1577e61a-98e9-530e-a9fc-00535fcbbd01,github,9835,14990,54,53,"character, weapon",fbx,https://github.com/JavivalleDev/Dungeon-Escape/blob/0c5736e7ea0e9cc3e467eca3cd3d9daabd4cd96b/Assets/GameAssets/Animations/Paladin/Paladin_w_Prop_J_Nordstrom@sword_and_shield_power_up.fbx
9d09e44f-da42-519d-b1c9-ca16c8f8a821,github,7268,12237,58,57,character,glb,https://github.com/DanteB918/Website/blob/3762b6314c05390c9799926cad795e978dcf269f/OLDpose.glb
9e9a2995-080e-5b61-8e8a-226994b8b9d8,github,23697,8410,52,51,character,blend,https://github.com/SametEvren/Basketball/blob/6c8c8a6d6df067d2bb43044442712cb7d0b03987/Assets/AdvancedPeopleSystem2/SOURCES/Male/MaleOutfit_5.blend
3644ab61-f633-5652-bb2c-162f1afb1d51,github,39299,67142,52,51,character,fbx,https://github.com/Pieruigi/GunnerBall/blob/89e6f3a3680deb05dfa9bd62d9e16b0706084a65/Assets/Models/Characters/MakotoYaka/Makoto.fbx
735d9dd2-13e8-52d7-b277-61843daea2a2,github,11315,16056,99,98,character,fbx,https://github.com/allundo/UnityChanSlash/blob/cc8e0dbbf6c12efcacb885dd3b13a1664152155f/Assets/Import/UnityChan/Animations/unitychan_Handle.fbx
b6bfb1cd-a175-571c-ab47-cf6eb4cc60b7,github,15051,23398,52,51,"character, scanned data",fbx,https://github.com/igossaldanha/QuarantineDay/blob/9b65499b30ac8d5a9f03c92736b4c17e7a1a8d56/Assets/Modelos/Personagen/Animações/Padrão/Personagem@Walking.fbx
